location,operator,route,type,all_aboard,passengers_aboard,crew_aboard,total_fatalities,passenger_fatalities,crew_fatalities,ground,year,month,day,country,decade,scale
"Kamchatsky, Russia",Aeroflot,Magadan - Petropavlovsk-Kamchatsky,Ilyushin IL-14P,23.0,18.0,5.0,23.0,18.0,5.0,0.0,1966,Enero,Sábado,RUSSIA,1960,Con escala
"Chipaque, Cundinamarca, Colombia",Satena,Tres Esquinas - Bogota,DC3(C47),11.0,11.0,2.0,11.0,11.0,2.0,0.0,1966,Enero,Domingo,COLOMBIA,1960,Sin escala
"Shamurat, Uzbekistan",Aeroflot,Nurata - Samarkand,Antonov AN-2,11.0,9.0,2.0,11.0,9.0,2.0,0.0,1966,Enero,Viernes,UZBEKISTAN,1960,Sin escala
"Off Cartagena, Colombia",AVIANCA,Bogata - Crespo,Douglas DC-6-54B,64.0,60.0,4.0,56.0,52.0,4.0,0.0,1966,Enero,Sábado,COLOMBIA,1960,Sin escala
"Palomares, Spain",Military - US Air Force,GS Johnson AFB NC  - Soviet Border - GS Johnson AFB,Boeing B52 Stratofortress/Boeing KC 135A,11.0,0.0,11.0,7.0,0.0,7.0,0.0,1966,Enero,Lunes,SPAIN,1960,Con escala
"Port-au-Prince, Haiti",COHATA,Les Cayes -Jérémie,Douglas DC-3,35.0,28.0,7.0,30.0,23.0,7.0,0.0,1966,Enero,Sábado,HAITI,1960,Sin escala
"Mont Blanc, French Alps, Switzerland",Air India,Bombay - Beirut  - Geneva - Paris - London -New York,Boeing B-707-437,117.0,106.0,11.0,117.0,106.0,11.0,0.0,1966,Enero,Lunes,SWITZERLAND,1960,Con escala
"Near Binh Khe, South Vietnam",Military - U.S. Air Force,,Fairchild C-123B,46.0,42.0,4.0,46.0,42.0,4.0,0.0,1966,Enero,Martes,SOUTH VIETNAM,1960,Sin dato
"Bremen, Germany",Lufthansa,Frankfurt - Bremen,Convair CV-440-0,46.0,42.0,4.0,46.0,42.0,4.0,0.0,1966,Enero,Viernes,GERMANY,1960,Sin escala
"Tokyo Bay, Japan",All Nippon Airways,Chitose - Tokyo,Boeing B-727-81,133.0,126.0,7.0,133.0,126.0,7.0,0.0,1966,Febrero,Viernes,JAPAN,1960,Sin escala
"Srinagar, India",Indian Airlines,Srinngar - Jammu - Amritsar - Delhi,Fokker F-27 Friendship 200,37.0,33.0,4.0,37.0,33.0,4.0,0.0,1966,Febrero,Lunes,INDIA,1960,Con escala
"Delhi, India",Indian Airlines,Calcutta - Delhi,Sud Aviation SE-210 Caravelle VIN,80.0,73.0,7.0,2.0,2.0,0.0,0.0,1966,Febrero,Martes,INDIA,1960,Sin escala
"Moscow, Russia",Aeroflot,CCCP-76491,Tupolev Tu-114,66.0,47.0,19.0,21.0,8.0,13.0,0.0,1966,Febrero,Miércoles,RUSSIA,1960,Sin escala
"Pechora, Russia",Aeroflot,Vorkuta - Syktyvkar,Ilyushin II-14,26.0,18.0,8.0,26.0,18.0,8.0,0.0,1966,Febrero,Miércoles,RUSSIA,1960,Sin escala
"Near Milan, Italy",Belgian International Air Services,Brussels - Milan,Douglas DC-6B,4.0,1.0,3.0,4.0,1.0,3.0,0.0,1966,Febrero,Viernes,ITALY,1960,Sin escala
"Near Tokyo, Japan",Canadian Pacific Air Lines,Hong Kong - Tokyo,McDonnell Douglas DC-8-43,72.0,62.0,10.0,64.0,54.0,10.0,0.0,1966,Marzo,Viernes,JAPAN,1960,Sin escala
"Near Gotemba City, Mt. Fuji, Japan",British Overseas Airways,Tokyo - Hong Kong,Boeing B-707-436,124.0,113.0,11.0,124.0,113.0,11.0,0.0,1966,Marzo,Sábado,JAPAN,1960,Sin escala
"Athens, Greece",Trans Mediterranean Airways,Beirut - Frankfurt,Douglas DC-6A,5.0,0.0,5.0,5.0,0.0,5.0,0.0,1966,Marzo,Jueves,GREECE,1960,Sin escala
"Reef Island, Alaska",Pacific Western,,Grumman G-21A,7.0,6.0,1.0,6.0,6.0,0.0,0.0,1966,Marzo,Jueves,EEUU,1960,Sin dato
"Cairo, Egypt",United Arab Airlines,Nicosia - Cairo,Antonov AN-24B,30.0,25.0,5.0,30.0,25.0,5.0,0.0,1966,Marzo,Viernes,EGYPT,1960,Sin escala
"Asuncion, Paraguay",Servicios Americanos,Asunción – Montevideo,Curtiss C-46F,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1966,Marzo,Domingo,PARAGUAY,1960,Sin escala
"Near Ardmore, Oklahoma",American Flyers Airline,Monterey - Ardmore,Lockheed 188C Electra,98.0,93.0,5.0,83.0,78.0,5.0,0.0,1966,Abril,Viernes,EEUU,1960,Sin escala
"Off Baku, Azerbaijan",Aeroflot,"Baku, Azerbaijan - 	Makhachkala, Russia",Ilyushin IL-14,33.0,28.0,5.0,33.0,28.0,5.0,0.0,1966,Abril,Sábado,AZERBAIJAN,1960,Sin escala
"Tomas, Peru",LANSA,Lima - Cuzco,Lockheed 749A Constellation,49.0,43.0,6.0,49.0,43.0,6.0,0.0,1966,Abril,Miércoles,PERU,1960,Sin escala
"Near Di Linh, South Vietnam",Military - U.S. Army,,Boeing CH47A (helicopter),20.0,17.0,3.0,20.0,17.0,3.0,0.0,1966,Mayo,Miércoles,SOUTH VIETNAM,1960,Sin dato
"Lac Peribonka, QC, Canada",Norair,Montreal - Kuujjuaq-Fort Chimo Airport,Curtis C-46E-1-CS Commando,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1966,Junio,Lunes,CANADA,1960,Con escala
"Sablayan, Philippines",Philippine Air Lines,Mamburao - San Jose,Douglas DC-3,26.0,24.0,2.0,24.0,22.0,2.0,0.0,1966,Junio,Miércoles,PHILIPPINES,1960,Sin escala
"Auckland, New Zealand",Air New Zealand,Training,Douglas DC-8-52,5.0,0.0,5.0,2.0,0.0,2.0,0.0,1966,Julio,Lunes,NEW ZEALAND,1960,Sin escala
"Cerro el Planchon, Chile",Aeropesca Colombia,Bogotá - La Paz - Santiago - Buenos Aires,Curtiss C-46D,8.0,0.0,8.0,8.0,0.0,8.0,0.0,1966,Julio,Lunes,CHILE,1960,Con escala
"Hideaway Park, Colorado",Alamo Airways,,de Havilland 104-6A,3.0,2.0,1.0,3.0,2.0,1.0,0.0,1966,Julio,Lunes,EEUU,1960,Sin dato
Pakistan,Military - Pakistan Air Force,,Lockheed C-130B Hercules,10.0,0.0,10.0,10.0,0.0,10.0,0.0,1966,Julio,Viernes,PAKISTAN,1960,Sin dato
"Near Munster, Indiana",Private - Mainline Aviation,,Beechcraft H50,4.0,3.0,1.0,4.0,3.0,1.0,0.0,1966,Julio,Domingo,EEUU,1960,Sin dato
"Benito, Bolivia",Lloyd Aéreo Boliviano,Riberalta - Cochabamba,Curtiss C-46D,3.0,0.0,3.0,3.0,0.0,3.0,0.0,1966,Agosto,Miércoles,BOLIVIA,1960,Sin escala
"Near Falls City, Nebraska",Braniff Airlines,"Kansas City, MO - Omaha",BAC One-Eleven 203AE,42.0,38.0,4.0,42.0,38.0,4.0,0.0,1966,Agosto,Sábado,EEUU,1960,Sin escala
"Near Sibiu, Romania",Tarom,Bra?ov - Constanta,Ilyushin IL-14,24.0,20.0,4.0,24.0,20.0,4.0,0.0,1966,Agosto,Jueves,ROMANIA,1960,Sin escala
"Puertos Lobos, Argentina",Aerovias Halcon,Rio Gallegos -  Buenos Aires,Curtiss C-46F-1-CU,16.0,12.0,4.0,1.0,0.0,1.0,0.0,1966,Agosto,Miércoles,ARGENTINA,1960,Sin escala
"Near Da Nang, South Vietnam",Military - U.S. Marine Corps,,Chance Vought F-8E,1.0,0.0,1.0,0.0,0.0,0.0,33.0,1966,Agosto,Miércoles,SOUTH VIETNAM,1960,Sin dato
"Near Juneau, Alaska",Alaska Coastal Airlines,,Grumman G-21 Goose,9.0,8.0,1.0,9.0,8.0,1.0,0.0,1966,Agosto,Domingo,EEUU,1960,Sin dato
"Near Ljubljana, Slovenia, Yugoslavia",Britannia Airways,Luton - Ljubljana,Bristol Britannia 102,117.0,110.0,7.0,98.0,92.0,6.0,0.0,1966,Septiembre,Jueves,YUGOSLAVIA,1960,Sin escala
"Mumbai, Indian",Indian Airlines,Training,Sud Aviation SE-210 Caravelle,4.0,0.0,4.0,4.0,0.0,4.0,0.0,1966,Septiembre,Domingo,INDIAN,1960,Sin escala
"Off Tenerife, Canary Islands, Spain",Iberia Airlines,,Douglas DC-3,27.0,24.0,3.0,1.0,1.0,0.0,0.0,1966,Septiembre,Viernes,SPAIN,1960,Sin dato
"Bogota, Colombia",Avianca,Bogota - Barranquilla,Douglas DC-4,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1966,Septiembre,Jueves,COLOMBIA,1960,Sin escala
"Winton, Australia",Ansett ANA,Mount Isa - Longreach,Vickers Viscount 832,24.0,20.0,4.0,24.0,20.0,4.0,0.0,1966,Septiembre,Jueves,AUSTRALIA,1960,Sin escala
"Near Wemme, Oregon",West Coast Airlines,Eugene - Portland,McDonnell Douglas DC-9-14,18.0,13.0,5.0,18.0,13.0,5.0,0.0,1966,Octubre,Sábado,EEUU,1960,Sin escala
"An Khe, Vietnam",Military - U.S. Army,Hammond - An Khe,de Havilland Canada CV-2B Caribou,32.0,28.0,4.0,14.0,10.0,4.0,0.0,1966,Octubre,Martes,VIETNAM,1960,Sin escala
"Off Morgan City, Louisiana",Petroleum Helicopter,,Bell 204B helicopter,11.0,10.0,1.0,11.0,10.0,1.0,0.0,1966,Octubre,Sábado,EEUU,1960,Sin dato
"Off Chatham, Massachusetts",Military - U.S. Air Force,Survey flight,Lockheed EC-121H,19.0,15.0,4.0,19.0,15.0,4.0,0.0,1966,Noviembre,Viernes,EEUU,1960,Sin escala
"Off Matsuyama, Japan",All Nippon Airways,Osaka - Matsuyama,NAMC-YS-11-111,50.0,45.0,5.0,50.0,45.0,5.0,0.0,1966,Noviembre,Domingo,JAPAN,1960,Sin escala
"Near Dallgow, Germany",Pan American Airways,Frankfurt - Berlin,Boeing 727-21,3.0,0.0,3.0,3.0,0.0,3.0,0.0,1966,Noviembre,Martes,GERMANY,1960,Sin escala
"Near New Bern, North Carolina",Piedmont Airlines,Wilmington - New Bern,Martin 404,3.0,0.0,3.0,3.0,0.0,3.0,0.0,1966,Noviembre,Domingo,EEUU,1960,Sin escala
"Near Aden, Yemen",Aden Airways,"Aden - Maifa'a Mayfa'ah - Arden, Yemen",Douglas DC-3,30.0,27.0,3.0,30.0,27.0,3.0,0.0,1966,Noviembre,Martes,YEMEN,1960,Con escala
"Near Bratislava, Czechoslovakia",Transportno Aviatsionno Bulgaro-Soviet Obshchestvo,Bratislava - Praha,Ilyushin IL-18B,82.0,74.0,8.0,82.0,74.0,8.0,0.0,1966,Noviembre,Jueves,CZECHOSLOVAKIA,1960,Sin escala
"Near Saigon, South Vietnam",Military - U.S. Air Force,Saigon - Korat AB,Douglas C-47D,31.0,25.0,6.0,31.0,25.0,6.0,0.0,1966,Noviembre,Sábado,SOUTH VIETNAM,1960,Sin escala
"Near La Pedrera, Colombia",Satena,La Pedrera -Leticia,Consolidated  PBY-5A Catalina,13.0,10.0,3.0,12.0,9.0,3.0,0.0,1966,Noviembre,Sábado,COLOMBIA,1960,Sin escala
"Moscow, Russia",Aeroflot,Moscow - Brazzaville,Tupolev TU-114B,21.0,13.0,8.0,21.0,13.0,8.0,0.0,1966,Diciembre,Viernes,RUSSIA,1960,Sin escala
"Bogota, Colombia",Aerocondor de Colombia,Miami - Bogota,Lockheed L-1649A Starliner,59.0,52.0,7.0,17.0,13.0,4.0,0.0,1966,Diciembre,Domingo,COLOMBIA,1960,Sin escala
"Cascubel River, Colombia",AVIANCA,Bogota - Cali,Douglas C-47A-80-DL,29.0,26.0,3.0,29.0,26.0,3.0,0.0,1966,Diciembre,Sábado,COLOMBIA,1960,Sin escala
"Binh Tahi, Da Nang, Vietnam",Flying Tiger Line,,Canadair CL-44D4-1,4.0,0.0,4.0,4.0,0.0,4.0,125.0,1966,Diciembre,Sábado,VIETNAM,1960,Sin dato
"Aleppo, Syria",Syrian Arab Airlines,Damascus - Aleppo,Douglas DC-3,19.0,,,1.0,,,0.0,1967,Febrero,Lunes,SYRIA,1960,Sin escala
"Near Hourghada, UAR",Misrair,,Antonov AN-24,30.0,,,30.0,,,0.0,1967,Febrero,Martes,UAR,1960,Sin dato
"Near Mexico City, Mexico",Cubana de Aviacion,Havana - Mexico City,Antonov AN-12,10.0,6.0,4.0,10.0,6.0,4.0,0.0,1967,Febrero,Jueves,MEXICO,1960,Sin escala
"Manado, Indonesia",Garuda Indonesia Airlines,Jakarta - Menado via Surabaya,Lockheed L-188C Electra,63.0,55.0,8.0,22.0,22.0,0.0,0.0,1967,Febrero,Jueves,INDONESIA,1960,Sin escala
"Tegucigalpa, Honduras",Sahsa Airlines,San Pedro Sula - Tegucigalpa,Douglas DC-6,55.0,50.0,5.0,4.0,4.0,0.0,0.0,1967,Febrero,Lunes,HONDURAS,1960,Sin escala
"Mactan, Philippines",Philippine Air Lines,Manila - Mactan,Fokker F-27 Friendship 100,20.0,16.0,4.0,12.0,8.0,4.0,0.0,1967,Febrero,Martes,PHILIPPINES,1960,Sin escala
"Near Marseille, Ohio",Lake Central Airlines,Colombus - Toledo,Convair CV-580,38.0,35.0,3.0,38.0,35.0,3.0,0.0,1967,Marzo,Domingo,EEUU,1960,Sin escala
"Monrovia, Liberia",Varig,Rome - Monrovia,McDonnell Douglas DC-8-33,90.0,71.0,19.0,51.0,50.0,1.0,5.0,1967,Marzo,Domingo,LIBERIA,1960,Sin escala
"Karachi, Pakistan",Compagnie Air Transport,Karachi - Tokyo,AT L98 Carvair,6.0,0.0,6.0,4.0,0.0,4.0,7.0,1967,Marzo,Miércoles,PAKISTAN,1960,Sin escala
"Urbana, Ohio",Trans World Airlines / Private,Pittsburgh - Dayton,MD Douglas DC-9-15 / Beechcraft Baron-55,26.0,21.0,5.0,26.0,21.0,5.0,0.0,1967,Marzo,Jueves,EEUU,1960,Sin escala
"Near Phan Rang, South Vietnam",Military - U.S. Navy,Siagon - Cam Ranh Bay AB,Douglas C-47J,25.0,21.0,4.0,25.0,21.0,4.0,0.0,1967,Marzo,Viernes,SOUTH VIETNAM,1960,Sin escala
"Near Klamath Falls, Oregon",West Coast Airlines,Klamath Falls - Medford - North Bend - Portland - Seattle,Fairchild F-27,4.0,1.0,3.0,4.0,1.0,3.0,0.0,1967,Marzo,Viernes,EEUU,1960,Con escala
"Mt Visenti, Italy",Aeralpi,Venezia - Belluno,de Havilland Canada DHC-6 Twin Otter 100,5.0,3.0,2.0,4.0,2.0,2.0,0.0,1967,Marzo,Sábado,ITALY,1960,Sin escala
"Near Yakutsk, Russia",Aeroflot,Olyokminsk - Yakutsk,Ilyushin IL-14P,19.0,15.0,4.0,15.0,11.0,4.0,0.0,1967,Marzo,Domingo,RUSSIA,1960,Sin escala
"Off East London, South Africa",South African Airways,Port Elizabeth - East London,Vickers Viscount 818,25.0,20.0,5.0,25.0,20.0,5.0,0.0,1967,Marzo,Lunes,SOUTH AFRICA,1960,Sin escala
"New Orleans, Louisiana",Delta Air Lines,New Orleans AP - New Orleans AP,McDonnell Douglas DC-8-51,6.0,0.0,6.0,6.0,0.0,6.0,13.0,1967,Marzo,Jueves,EEUU,1960,Sin escala
"Off Lima, Peru",Caribbean Airlines,Miami - Lima - Asunción,Lockheed 18 Lodestar,5.0,2.0,3.0,5.0,2.0,3.0,0.0,1967,Abril,Domingo,PERU,1960,Con escala
"Tamanrasset, Algeria",Air Algerie,Algiers - Tamanrasset,Douglas DC-4,39.0,33.0,6.0,35.0,29.0,6.0,0.0,1967,Abril,Martes,ALGERIA,1960,Sin escala
"Near Mamuniyeh, Iran",Military - Imperial Iranian Air Force,Shiraz - TerhanI,Lockheed C-130B,23.0,14.0,9.0,23.0,14.0,9.0,0.0,1967,Abril,Lunes,IRAN,1960,Sin escala
"Near Nicosia, Cyprus",Globe Air,Bombay - Cairo,Bristol Britannia 175,130.0,120.0,10.0,126.0,117.0,9.0,0.0,1967,Abril,Jueves,CYPRUS,1960,Sin escala
"Near Sogamosa, Colombia",AVIANCA,Sogamoso - Trinidad,Douglas DC-3,18.0,16.0,2.0,17.0,15.0,2.0,0.0,1967,Abril,Miércoles,COLOMBIA,1960,Sin escala
"Malaybalay, Philippines",Pelita Air Service,Demonstration,Fokker F-27 Friendship 400,21.0,18.0,3.0,19.0,16.0,3.0,0.0,1967,Abril,Jueves,PHILIPPINES,1960,Sin escala
"Flushing, New York",Greylock Airways / Private,,de Havilland DH-104 / Piper PA-28,14.0,11.0,3.0,3.0,1.0,2.0,0.0,1967,Mayo,Lunes,EEUU,1960,Sin dato
"Cape Dyer, Northwest Territories Canada",Nordair,,Curtiss C-46T,4.0,2.0,2.0,4.0,2.0,2.0,0.0,1967,Mayo,Lunes,NORTHWEST TERRITORIES CANADA,1960,Sin dato
"Ottawa, Ontario, Canada",Air Canada,Training -Montreal - Ottawa,Douglas DC-8-54F,3.0,0.0,3.0,3.0,0.0,3.0,0.0,1967,Mayo,Viernes,CANADA,1960,Con escala
"Mt. Canigou, near Roussillon, France",Air Ferry Ltd,Manston - Perpignan,Douglas C54A,88.0,83.0,5.0,88.0,83.0,5.0,0.0,1967,Junio,Sábado,FRANCE,1960,Sin escala
"Stockport, Cheshire, England",British Midland Airways,Palma de Mallorca - Manchester,Canadair C-4 Argonaut,84.0,79.0,5.0,72.0,69.0,3.0,0.0,1967,Junio,Domingo,ENGLAND,1960,Sin escala
"Jedda, Saudi Arabia",Saudi Arabian Airlines,Madinah - Jeddah,Douglas DC-3,18.0,15.0,3.0,17.0,14.0,3.0,0.0,1967,Junio,Domingo,SAUDI ARABIA,1960,Sin escala
"Near La Paz, Mexico",Aeronaves de Mexico,La Paz - Mazatlan,Douglas DC-3A-197D,4.0,0.0,4.0,3.0,0.0,3.0,2.0,1967,Junio,Lunes,MEXICO,1960,Sin escala
"Dublin, Ireland",Aer Turas,Glasgow - Dublin,Bristol 170 Freighter 31E,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1967,Junio,Lunes,IRELAND,1960,Sin escala
"Near Coari, Brazil",Military - Brazilian Air Force,Belem - Cachimbo,Douglas C-47,25.0,20.0,5.0,20.0,16.0,4.0,0.0,1967,Junio,Jueves,BRAZIL,1960,Sin escala
"An Khe, South Vietnam",Military - U.S. Air Force,An Khe - Tan Son Nhut,Lockheed C-130B,56.0,49.0,7.0,35.0,35.0,0.0,0.0,1967,Junio,Sábado,SOUTH VIETNAM,1960,Sin escala
"Blossburg, Pennsylvania",Mohawk Airlines,Elmira - Washington DC,BAC One Eleven 204AF,34.0,30.0,4.0,34.0,30.0,4.0,0.0,1967,Junio,Viernes,EEUU,1960,Sin escala
"Near Jacksonville, North Carolina",Military - U.S. Marine Corps/Military - U.S. Marine Corps,,Bell UH-1B / Sikorsky CH53A helicopters,35.0,,,22.0,,,0.0,1967,Junio,Viernes,EEUU,1960,Sin dato
"Khamis Mushait, Saudi Arabia",Saudi Arabian Airlines,Nejran - Jeddah,Douglas DC-3,17.0,14.0,3.0,16.0,13.0,3.0,0.0,1967,Junio,Sábado,SAUDI ARABIA,1960,Sin escala
"Kai Tak, Hong Kong",Thai International,Seoul - Hong Kong,Sud Aviation SE-210 Caravelle III,80.0,73.0,7.0,24.0,24.0,0.0,0.0,1967,Junio,Viernes,HONG KONG,1960,Sin escala
"Bacolod, Philippines",Philippine Air Lines,Bacolod - Mactan,Fokker F-27 Friendship 100,21.0,17.0,4.0,21.0,17.0,4.0,0.0,1967,Julio,Jueves,PHILIPPINES,1960,Sin escala
"Near Hendersonville, North Carolina",Piedmont Airlines / Private,Ashville - Roanoke,Boeing B-727-22 / Cessna 310,82.0,77.0,5.0,82.0,77.0,5.0,0.0,1967,Julio,Miércoles,EEUU,1960,Sin escala
"Tananarive, Malagasy Republic",Air Madagascar,Atlanta - Asheville - Roanoke - Washington DC,Douglas DC-4-1009,42.0,39.0,3.0,42.0,39.0,3.0,0.0,1967,Julio,Miércoles,MALAGASY REPUBLIC,1960,Con escala
"Near Luang Prabang, Laos",Vehu Akat,Vientiane - Luang Prabang,Douglas DC-3,16.0,13.0,3.0,16.0,13.0,3.0,0.0,1967,Julio,Martes,LAOS,1960,Sin escala
"Near Luang Prabang, Laos",Taiwan Aviation,Vientiane - Luang Prabang,Douglas DC-3,18.0,15.0,3.0,18.0,15.0,3.0,0.0,1967,Julio,Martes,LAOS,1960,Sin escala
"Near Gander, Newfoundland, Canada",Ceskoslovenske Aerolinie,Gander - Havana,Ilyushin IL-18,69.0,61.0,8.0,37.0,33.0,4.0,0.0,1967,Septiembre,Martes,CANADA,1960,Sin escala
"Near Huong Thuy, South Vietnam",Military - U.S. Air Force,Hue - Da Nang,Lockheed C130B,23.0,18.0,5.0,23.0,18.0,5.0,0.0,1967,Octubre,Domingo,SOUTH VIETNAM,1960,Sin escala
"Off Rhodes, Greece",British European Airways,Athens - Nicosia,de Havilland Comet 4B,66.0,59.0,7.0,66.0,59.0,7.0,0.0,1967,Octubre,Jueves,GREECE,1960,Sin escala
South Vietnam,China Airlines (Taiwan),Phan Rang - Pleiku,Douglas DC-3,16.0,13.0,3.0,16.0,13.0,3.0,0.0,1967,Octubre,Martes,SOUTH VIETNAM,1960,Sin escala
"Near Curitiba, Brazil",Sadia,Sao Paulo - Curitiba,Handley Page HPR-7 Herald 214,25.0,20.0,5.0,21.0,16.0,5.0,0.0,1967,Noviembre,Viernes,BRAZIL,1960,Sin escala
"Fernhurst, Sussex, England",Iberia Airlines,Malaga - London,Sud Aviation Caravelle 10R,37.0,30.0,7.0,37.0,30.0,7.0,0.0,1967,Noviembre,Sábado,ENGLAND,1960,Sin escala
"Hong Kong, China",Cathay Pacific Airways,Hong Kong - Saigon,Convair CV-880-22M-3,127.0,116.0,11.0,1.0,1.0,0.0,0.0,1967,Noviembre,Domingo,CHINA,1960,Sin escala
"Cincinnati, Ohio",Trans World Airlines,Cincinnati - Los Angeles,Boeing B-707-131,36.0,29.0,7.0,1.0,1.0,0.0,0.0,1967,Noviembre,Lunes,EEUU,1960,Sin escala
"Near Sverdlovsk, Russia",Aeroflot,Sverdlovsk  - Tashken,Ilyushin IL-18B,107.0,99.0,8.0,107.0,99.0,8.0,0.0,1967,Noviembre,Jueves,RUSSIA,1960,Sin escala
"Cincinnati International Airport, Covington/Hebron, Kentucky",Trans World Airlines,Los Angeles - Cincinnati,Convair CV-880-22-1,82.0,75.0,7.0,70.0,65.0,5.0,0.0,1967,Noviembre,Lunes,EEUU,1960,Sin escala
"Near Qui Nhon, South Vietnam",Military - U.S. Air Force,Pleiku  Qui Nhon,de Havilland Canada C-7A Caribou,26.0,22.0,4.0,26.0,22.0,4.0,0.0,1967,Noviembre,Jueves,SOUTH VIETNAM,1960,Sin escala
"Muong Soui, Laos",Lao Cathay Airlines,,Douglas DC-3,12.0,2.0,10.0,10.0,2.0,8.0,0.0,1967,Diciembre,Jueves,LAOS,1960,Sin dato
"Carpich Huanuco Mt., Peru",Faucett,Huanuco - Tingo Maria,Douglas DC-C-54A,72.0,66.0,6.0,72.0,66.0,6.0,0.0,1967,Diciembre,Viernes,PERU,1960,Sin escala
"Near Madison, Wisconsin",Private,"Cleveland, OH - Madison WI",Beechcraft 18H,8.0,7.0,1.0,7.0,6.0,1.0,0.0,1967,Diciembre,Domingo,EEUU,1960,Sin escala
"Denver, Colorado",Frontier Airlines,"Denver, CO - Scottsbluff, NE",Douglas C-47A,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1967,Diciembre,Jueves,EEUU,1960,Sin escala
"Chiang Mai, Thailand",Thai Airways,Bangkok - Chiang Mai,Douglas DC-3,31.0,28.0,3.0,4.0,2.0,2.0,0.0,1967,Diciembre,Lunes,THAILAND,1960,Sin escala
"Liepaja, Latvia",Aeroflot,Riga - Liepaja,Antonov AN-24B,51.0,46.0,5.0,44.0,41.0,3.0,0.0,1967,Diciembre,Sábado,LATVIA,1960,Sin escala
"Near Olekminsk, Russia",Aeroflot,Olekminsk - 	Lensk,Antonov An-24B,46.0,39.0,6.0,45.0,39.0,6.0,0.0,1968,Enero,Sábado,RUSSIA,1960,Sin escala
"Near Quang Tri, South Vietnam",Military - U.S. Marine Corps,,Sikorsky CH-53A (helicopter),42.0,37.0,5.0,42.0,37.0,5.0,0.0,1968,Enero,Lunes,SOUTH VIETNAM,1960,Sin dato
"Near Copper Canyon, Nevada",Military - U.S. Marine Corps,Buckley ANGB - Seattle NAS,Douglas C-54P,19.0,12.0,7.0,19.0,12.0,7.0,0.0,1968,Enero,Miércoles,EEUU,1960,Sin escala
"Zifta, Egypt",United Arab Airlines,Cairo - Beirut,Douglas DC-3,4.0,0.0,4.0,4.0,0.0,4.0,0.0,1968,Enero,Lunes,EGYPT,1960,Sin escala
"Moroni, Comoro Islands",Air Comores,Dar es-Salaam - Moroni,de Havilland DH-114 Heron 1B,16.0,15.0,1.0,15.0,14.0,1.0,0.0,1968,Enero,Sábado,COMORO ISLANDS,1960,Con escala
"Vancouver, Canada",Canadian Pacific Air Lines,Honolulu - Vancouver,Boeing B-707-138B,61.0,52.0,9.0,1.0,0.0,1.0,1.0,1968,Febrero,Miércoles,CANADA,1960,Sin escala
"Rohtang Pass, Northern India",Military - Indian Air Force,"Leh, Kashmir - Chandigarh, Punjab",Antonov AN-12BP,102.0,98.0,4.0,102.0,98.0,4.0,0.0,1968,Febrero,Miércoles,NORTHERN INDIA,1960,Sin escala
"Linkuo, Taiwan",Civil Air Transport,Hong Kong - Taipei,Boeing B-727-92C,63.0,52.0,11.0,21.0,18.0,3.0,1.0,1968,Febrero,Viernes,TAIWAN,1960,Sin escala
"Ban Napa, Laos",Royal Air Lao,Vientiane - Sayaboury,Douglas DC-3,37.0,34.0,3.0,37.0,34.0,3.0,0.0,1968,Febrero,Sábado,LAOS,1960,Sin escala
"Near Bratsk, Russia",Aeroflot,Krasnoyarsk - 	Petropavlovsk,Ilyushin IL-18D,84.0,75.0,9.0,83.0,74.0,9.0,0.0,1968,Febrero,Jueves,RUSSIA,1960,Sin escala
"Near Khe Sanh, South Vietnam",Military - U.S. Air Force,Hue - Khe Sanh,Fairchild C-123K,49.0,45.0,4.0,49.0,45.0,4.0,0.0,1968,Marzo,Martes,SOUTH VIETNAM,1960,Sin escala
"Basse-Terre, Guadeloupe, West Indies",Air France,Caracas - Pointe a Pitre,Boeing B-707-328C,63.0,52.0,11.0,63.0,52.0,11.0,0.0,1968,Marzo,Miércoles,WEST INDIES,1960,Sin escala
"Off Panay Island, Philippines",Air Manila,Manila - Lapu Lapu,Fairchild F-27,14.0,10.0,4.0,14.0,10.0,4.0,0.0,1968,Marzo,Viernes,PHILIPPINES,1960,Sin escala
"Near Saint Denis, Reunion",Military - French Air Force,Saint Denis - Paris,Douglas DC6B,20.0,12.0,8.0,19.0,12.0,7.0,0.0,1968,Marzo,Sábado,REUNION,1960,Sin escala
"Off Wexford Harbor, Ireland",Aer Lingus,Cork - London,Vickers Viscount 803,61.0,57.0,4.0,61.0,57.0,4.0,0.0,1968,Marzo,Domingo,IRELAND,1960,Sin escala
"St. Louis, Missouri",Ozark Air Lines / Private,"Peoria, IL - St. Louis, MO",McDonnell Douglas DC-9 and Cessna 150F,51.0,45.0,6.0,2.0,1.0,1.0,0.0,1968,Marzo,Miércoles,EEUU,1960,Sin escala
"Near Moscow, Russia",Military - Russian Air Force,,MiG-15 UTI,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1968,Marzo,Miércoles,RUSSIA,1960,Sin dato
"Heathrow Airport, London, England",British Overseas Airways,London - Zurich,Boeing B-707-465,127.0,116.0,11.0,5.0,4.0,1.0,0.0,1968,Abril,Lunes,ENGLAND,1960,Sin escala
